T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.499836	0.500115	0.500222	0.499878	0.499831	0.500010	0.499816	0.500093	0.499995	0.499658
20	0.499445	0.500421	0.500187	0.499997	0.499478	0.498723	0.499507	0.499726	0.499501	0.499041
30	0.499391	0.499973	0.499913	0.500150	0.498637	0.497925	0.499218	0.499268	0.499086	0.498703
40	0.497628	0.499868	0.499661	0.500240	0.497574	0.495776	0.499163	0.499476	0.497748	0.497830
50	0.495597	0.499650	0.499321	0.499334	0.496627	0.493023	0.499518	0.499576	0.497156	0.497597
60	0.493727	0.499534	0.498091	0.497880	0.494934	0.489355	0.499607	0.499145	0.495294	0.495915
70	0.492210	0.499028	0.497107	0.497039	0.490656	0.484015	0.498634	0.498685	0.491771	0.494097
80	0.487419	0.498290	0.496087	0.494317	0.486407	0.478270	0.497301	0.498159	0.487942	0.492152
90	0.482222	0.497224	0.495022	0.493949	0.482166	0.470160	0.495399	0.498070	0.482470	0.491004
100	0.473326	0.496890	0.492173	0.491609	0.473883	0.457173	0.492300	0.496825	0.477450	0.487424
110	0.464021	0.492746	0.489792	0.488594	0.464699	0.440448	0.490456	0.496221	0.471375	0.484656
120	0.452291	0.486654	0.488781	0.483253	0.458832	0.422342	0.486938	0.495551	0.462409	0.480317
130	0.439047	0.478419	0.483671	0.476625	0.447707	0.401283	0.483629	0.494334	0.447827	0.475135
140	0.422351	0.462348	0.479404	0.468495	0.435297	0.370587	0.480761	0.491534	0.429142	0.468400
150	0.399654	0.436143	0.471950	0.461312	0.415614	0.342767	0.475599	0.488005	0.407357	0.460126
160	0.378056	0.399936	0.466418	0.451811	0.393938	0.307227	0.472525	0.482975	0.383086	0.452953
170	0.347468	0.357603	0.459468	0.440000	0.373556	0.280149	0.465057	0.478092	0.354650	0.442068
180	0.322889	0.306283	0.450160	0.421542	0.354013	0.251464	0.453996	0.472519	0.328712	0.429555
190	0.295390	0.247624	0.436771	0.396801	0.332245	0.229676	0.442191	0.462999	0.306390	0.418286
200	0.266648	0.192533	0.421966	0.368925	0.314002	0.214483	0.429368	0.453205	0.281879	0.403594
210	0.243984	0.146198	0.407783	0.335037	0.299047	0.198567	0.417713	0.437507	0.266816	0.388567
220	0.219735	0.116649	0.386753	0.296262	0.284397	0.186581	0.404380	0.425215	0.251824	0.372953
230	0.203480	0.097631	0.367624	0.259490	0.263571	0.175850	0.389053	0.403844	0.237338	0.359036
240	0.188298	0.082834	0.350201	0.225535	0.246307	0.168622	0.374134	0.387164	0.225508	0.339957
250	0.171693	0.070245	0.334906	0.189126	0.227527	0.164944	0.355198	0.366461	0.220151	0.325902
260	0.156948	0.063530	0.319163	0.163070	0.217568	0.159724	0.338291	0.342154	0.211335	0.311227
270	0.145899	0.058464	0.297221	0.137679	0.206361	0.155645	0.318193	0.325791	0.206499	0.294936
280	0.134618	0.053896	0.277920	0.115230	0.191089	0.151456	0.301128	0.306926	0.198160	0.279292
290	0.121137	0.049286	0.260163	0.093494	0.180927	0.144737	0.283859	0.288473	0.188917	0.264829
300	0.106781	0.048079	0.245613	0.079422	0.169507	0.137620	0.267356	0.276203	0.180575	0.251762
310	0.099097	0.045558	0.231253	0.069233	0.158039	0.133163	0.246034	0.263823	0.176096	0.238861
320	0.093451	0.042832	0.216605	0.057932	0.149189	0.130130	0.228043	0.251386	0.169314	0.221002
330	0.085612	0.040884	0.209026	0.049198	0.141632	0.126239	0.207252	0.242324	0.165499	0.208078
340	0.080426	0.039679	0.201863	0.040547	0.133305	0.124378	0.189271	0.234457	0.162329	0.195875
350	0.077551	0.038381	0.197262	0.032735	0.121986	0.121611	0.169794	0.225402	0.158189	0.185326
360	0.074339	0.035504	0.189142	0.027897	0.117578	0.116522	0.153142	0.215400	0.153242	0.169687
370	0.073805	0.033079	0.181864	0.026075	0.108942	0.114124	0.136868	0.206473	0.146338	0.159971
380	0.068345	0.030117	0.178813	0.022959	0.105351	0.111535	0.116897	0.201960	0.141470	0.150529
390	0.064797	0.026576	0.174606	0.019356	0.096597	0.106828	0.100072	0.197852	0.133637	0.143820
400	0.062656	0.025412	0.171488	0.017545	0.091717	0.104528	0.085579	0.193568	0.127505	0.133518
410	0.059910	0.024720	0.169535	0.013599	0.088046	0.099350	0.072042	0.188174	0.121824	0.129019
420	0.058002	0.025309	0.163839	0.012177	0.084137	0.095285	0.063360	0.179640	0.115320	0.120755
430	0.056572	0.025737	0.159590	0.011237	0.079583	0.090686	0.058737	0.172395	0.106585	0.114473
440	0.052859	0.023344	0.154009	0.010559	0.077661	0.085273	0.051115	0.166966	0.098097	0.108613
450	0.053251	0.022883	0.147695	0.009843	0.074013	0.081510	0.042633	0.160366	0.094000	0.102893
